,Region,Subregion,Country,No Data,Water,Artificial Bareground,Natural Bareground,Permanent Snow/Ice,Woody Vegetation,Cultivated Vegetation,(Semi) Natural Vegetation
22LBN_26,Americas,South America,Brazil,0,0,0,0,0,65523,0,13
22LBN_27,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
22LBN_28,Americas,South America,Brazil,0,0,0,0,0,65534,0,2
22LBN_29,Americas,South America,Brazil,0,0,0,0,0,62960,460,2116
22NCK_00,Americas,South America,Brazil,133,56708,70,0,0,4433,3093,1099
22NCK_00,Americas,South America,France,133,56708,70,0,0,4433,3093,1099
22NCK_01,Americas,South America,Brazil,672,4304,29946,0,127,1883,10395,18209
22NCK_01,Americas,South America,France,672,4304,29946,0,127,1883,10395,18209
22NCK_02,Americas,South America,Brazil,13,203,0,0,0,18522,1180,45618
22NCK_02,Americas,South America,France,13,203,0,0,0,18522,1180,45618
22NCK_03,Americas,South America,Brazil,0,0,0,0,0,65498,17,21
22NCK_03,Americas,South America,France,0,0,0,0,0,65498,17,21
22NCK_04,Americas,South America,Brazil,0,0,0,0,0,64848,688,0
22NCK_04,Americas,South America,France,0,0,0,0,0,64848,688,0
22NCK_05,Americas,South America,Brazil,0,0,0,0,0,62880,32,2624
22NCK_05,Americas,South America,France,0,0,0,0,0,62880,32,2624
22NCK_06,Americas,South America,Brazil,0,0,30,0,0,64607,19,880
22NCK_06,Americas,South America,France,0,0,30,0,0,64607,19,880
22NCK_07,Americas,South America,Brazil,4,0,0,0,0,63547,19,1966
22NCK_07,Americas,South America,France,4,0,0,0,0,63547,19,1966
22NCK_08,Americas,South America,Brazil,0,0,0,0,0,65535,1,0
22NCK_08,Americas,South America,France,0,0,0,0,0,65535,1,0
22NCK_09,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
22NCK_09,Americas,South America,France,0,0,0,0,0,65536,0,0
22NCK_10,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
22NCK_10,Americas,South America,France,0,0,0,0,0,65536,0,0
22NCK_11,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
22NCK_11,Americas,South America,France,0,0,0,0,0,65536,0,0
22NCK_12,Americas,South America,Brazil,1,0,0,0,0,65469,7,59
22NCK_12,Americas,South America,France,1,0,0,0,0,65469,7,59
22NCK_13,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
22NCK_13,Americas,South America,France,0,0,0,0,0,65536,0,0
22NCK_14,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
22NCK_14,Americas,South America,France,0,0,0,0,0,65536,0,0
22NCK_15,Americas,South America,Brazil,0,0,0,0,0,52329,0,13207
22NCK_15,Americas,South America,France,0,0,0,0,0,52329,0,13207
22NCK_16,Americas,South America,Brazil,0,0,0,0,0,65160,7,369
22NCK_16,Americas,South America,France,0,0,0,0,0,65160,7,369
22NCK_17,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
22NCK_17,Americas,South America,France,0,0,0,0,0,65536,0,0
22NCK_18,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
22NCK_18,Americas,South America,France,0,0,0,0,0,65536,0,0
22NCK_19,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
22NCK_19,Americas,South America,France,0,0,0,0,0,65536,0,0
22NCK_20,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
22NCK_20,Americas,South America,France,0,0,0,0,0,65536,0,0
22NCK_21,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
22NCK_21,Americas,South America,France,0,0,0,0,0,65536,0,0
22NCK_22,Americas,South America,Brazil,5,498,3,0,0,65030,0,0
22NCK_22,Americas,South America,France,5,498,3,0,0,65030,0,0
22NCK_23,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
22NCK_23,Americas,South America,France,0,0,0,0,0,65536,0,0
22NCK_24,Americas,South America,Brazil,0,0,0,0,0,62068,0,3468
22NCK_24,Americas,South America,France,0,0,0,0,0,62068,0,3468
22NCK_25,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
22NCK_25,Americas,South America,France,0,0,0,0,0,65536,0,0
22NCK_26,Americas,South America,Brazil,0,0,0,0,0,55015,0,10521
22NCK_26,Americas,South America,France,0,0,0,0,0,55015,0,10521
22NCK_27,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
22NCK_27,Americas,South America,France,0,0,0,0,0,65536,0,0
22NCK_28,Americas,South America,Brazil,0,24,0,0,0,58474,79,6959
22NCK_28,Americas,South America,France,0,24,0,0,0,58474,79,6959
22NCK_29,Americas,South America,Brazil,0,0,0,0,0,65222,4,310
22NCK_29,Americas,South America,France,0,0,0,0,0,65222,4,310
23LKC_00,Americas,South America,Brazil,0,38001,1810,0,0,8957,9297,7471
23LKC_01,Americas,South America,Brazil,0,0,61563,0,0,1312,2468,193
23LKC_02,Americas,South America,Brazil,0,0,0,0,0,11515,0,54021
23LKC_03,Americas,South America,Brazil,0,0,6,0,0,0,65513,17
23LKC_04,Americas,South America,Brazil,0,20,24,0,0,2803,8,62681
23LKC_05,Americas,South America,Brazil,0,160,455,0,0,27322,15152,22447
23LKC_06,Americas,South America,Brazil,0,24,634,0,0,17843,32477,14558
23LKC_07,Americas,South America,Brazil,0,0,103,0,0,6313,53359,5761
23LKC_08,Americas,South America,Brazil,0,0,97,0,0,35859,503,29077
23LKC_09,Americas,South America,Brazil,0,0,3930,0,0,28855,28976,3775
23LKC_10,Americas,South America,Brazil,0,0,1073,0,0,14728,1,49734
23LKC_11,Americas,South America,Brazil,0,0,463,0,0,41365,8978,14730
23LKC_12,Americas,South America,Brazil,4,0,52657,0,0,6547,5005,1323
23LKC_13,Americas,South America,Brazil,0,0,15244,0,0,20475,960,28857
23LKC_14,Americas,South America,Brazil,0,0,671,0,0,11200,48527,5138
23LKC_15,Americas,South America,Brazil,0,0,2091,0,0,21847,27847,13751
23LKC_16,Americas,South America,Brazil,0,7,2580,0,0,20688,7784,34477
23LKC_17,Americas,South America,Brazil,0,0,4033,0,0,9912,789,50802
23LKC_18,Americas,South America,Brazil,0,0,3900,0,0,13921,35799,11916
23LKC_19,Americas,South America,Brazil,0,6,2772,0,0,32963,2574,27221
23LKC_20,Americas,South America,Brazil,0,403,5952,0,0,8342,30832,20007
23LKC_21,Americas,South America,Brazil,0,0,61,0,0,65431,23,21
23LKC_22,Americas,South America,Brazil,0,0,109,0,0,2028,63123,276
23LKC_23,Americas,South America,Brazil,0,0,1201,0,0,32954,7002,24379
23LKC_24,Americas,South America,Brazil,0,0,574,0,0,413,62946,1603
23LKC_25,Americas,South America,Brazil,0,0,447,0,0,20574,0,44515
23LKC_26,Americas,South America,Brazil,0,0,1060,149,0,9841,514,53972
23LKC_27,Americas,South America,Brazil,0,0,5207,515,0,12296,2227,45291
23LKC_28,Americas,South America,Brazil,0,13,1479,0,0,11344,49523,3177
23LKC_29,Americas,South America,Brazil,0,148,563,0,0,9663,53950,1212
23LMJ_00,Americas,South America,Brazil,0,4921,30,0,0,15451,39,45095
23LMJ_01,Americas,South America,Brazil,0,0,60755,0,0,1660,637,2484
23LMJ_02,Americas,South America,Brazil,0,0,237,0,0,65259,40,0
23LMJ_03,Americas,South America,Brazil,0,0,96,0,0,0,65440,0
23LMJ_04,Americas,South America,Brazil,0,44,190,0,0,37,18368,46897
23LMJ_05,Americas,South America,Brazil,0,0,11,0,0,313,0,65212
23LMJ_06,Americas,South America,Brazil,0,0,228,0,0,57187,20,8101
23LMJ_07,Americas,South America,Brazil,0,0,1059,24,0,41463,0,22990
23LMJ_08,Americas,South America,Brazil,0,0,2355,0,0,47203,0,15978
23LMJ_09,Americas,South America,Brazil,0,0,0,0,0,50176,11264,4096
23LMJ_10,Americas,South America,Brazil,0,0,146,0,0,12987,51359,1044
23LMJ_11,Americas,South America,Brazil,0,0,278,0,0,0,0,65258
23LMJ_12,Americas,South America,Brazil,0,29,3,0,0,14198,1458,49848
23LMJ_13,Americas,South America,Brazil,0,0,310,136,0,3182,0,61908
23LMJ_14,Americas,South America,Brazil,0,0,12,0,0,0,65524,0
23LMJ_15,Americas,South America,Brazil,0,0,872,0,0,31646,0,33018
23LMJ_16,Americas,South America,Brazil,0,0,78,0,0,59835,116,5507
23LMJ_17,Americas,South America,Brazil,0,0,8,0,0,62079,54,3395
23LMJ_18,Americas,South America,Brazil,0,0,138,0,0,64727,0,671
23LMJ_19,Americas,South America,Brazil,0,0,5,0,0,44106,0,21425
23LMJ_20,Americas,South America,Brazil,0,0,31,0,0,38507,0,26998
23LMJ_21,Americas,South America,Brazil,0,5,616,97,0,55703,1738,7377
23LMJ_22,Americas,South America,Brazil,0,0,101,0,0,42213,3,23219
23LMJ_23,Americas,South America,Brazil,0,0,3,0,0,60924,0,4609
23LMJ_24,Americas,South America,Brazil,0,0,63,0,0,15110,20868,29495
23LMJ_25,Americas,South America,Brazil,0,0,0,0,0,0,65532,4
23LMJ_26,Americas,South America,Brazil,0,0,0,0,0,55017,0,10519
23LMJ_27,Americas,South America,Brazil,0,0,24,0,0,0,65510,2
23LMJ_28,Americas,South America,Brazil,0,0,958,0,0,49472,5343,9763
23LMJ_29,Americas,South America,Brazil,0,0,1,0,0,2240,62737,558
23MKQ_00,Americas,South America,Brazil,138,26914,133,0,0,24440,814,13097
23MKQ_01,Americas,South America,Brazil,615,0,48707,1,0,5320,15,10878
23MKQ_02,Americas,South America,Brazil,10,0,0,0,0,5026,57171,3329
23MKQ_03,Americas,South America,Brazil,0,0,0,0,0,65472,8,56
23MKQ_04,Americas,South America,Brazil,9,0,137,0,0,16094,47899,1397
23MKQ_05,Americas,South America,Brazil,48,18,401,0,0,222,16238,48609
23MKQ_06,Americas,South America,Brazil,4,0,215,0,0,5454,18894,40969
23MKQ_07,Americas,South America,Brazil,4,0,126,0,0,15565,49823,18
23MKQ_08,Americas,South America,Brazil,42,0,837,1024,0,18386,2174,43073
23MKQ_09,Americas,South America,Brazil,15,0,88,0,0,6403,27302,31728
23MKQ_10,Americas,South America,Brazil,0,0,102,0,0,39377,24499,1558
23MKQ_11,Americas,South America,Brazil,0,0,44,0,0,16,50949,14527
23MKQ_12,Americas,South America,Brazil,0,0,133,0,0,2167,62261,975
23MKQ_13,Americas,South America,Brazil,0,0,111,0,0,11979,51678,1768
23MKQ_14,Americas,South America,Brazil,18,0,756,0,0,5319,23615,35828
23MKQ_15,Americas,South America,Brazil,0,0,120,0,0,3838,37881,23697
23MKQ_16,Americas,South America,Brazil,1,19352,7,0,0,5535,39781,860
23MKQ_17,Americas,South America,Brazil,2,0,5,0,0,9004,45642,10883
23MKQ_18,Americas,South America,Brazil,0,0,0,0,0,0,65535,1
23MKQ_19,Americas,South America,Brazil,0,0,0,0,0,0,65536,0
23MKQ_20,Americas,South America,Brazil,38,0,223,0,0,8917,26635,29723
23MKQ_21,Americas,South America,Brazil,0,0,25,0,0,49511,572,15428
23MKQ_22,Americas,South America,Brazil,0,0,315,0,0,7100,38398,19723
23MKQ_23,Americas,South America,Brazil,60,0,153,0,0,46,65039,238
23MKQ_24,Americas,South America,Brazil,0,0,493,0,0,12031,46769,6243
23MKQ_25,Americas,South America,Brazil,52,15,352,0,0,15783,30848,18486
23MKQ_26,Americas,South America,Brazil,8,19,127,0,0,10211,14887,40284
23MKQ_27,Americas,South America,Brazil,1,0,1230,0,0,3087,58778,2440
23MKQ_28,Americas,South America,Brazil,19,0,702,0,0,6169,26351,32295
23MKQ_29,Americas,South America,Brazil,0,0,0,0,0,34116,27709,3711
24MYS_00,Americas,South America,Brazil,0,21056,306,204,0,7156,11339,25475
24MYS_01,Americas,South America,Brazil,11,140,63856,0,0,35,260,1234
24MYS_02,Americas,South America,Brazil,0,0,4,0,0,1,0,65531
24MYS_03,Americas,South America,Brazil,0,0,0,0,0,54489,8,11039
24MYS_04,Americas,South America,Brazil,1,44,9,0,0,2519,61568,1395
24MYS_05,Americas,South America,Brazil,0,0,0,0,0,507,65010,19
24MYS_06,Americas,South America,Brazil,2,0,5,45064,0,354,10,20101
24MYS_07,Americas,South America,Brazil,7,354,181,284,0,43357,18422,2931
24MYS_08,Americas,South America,Brazil,28,7,1,0,0,578,41069,23853
24MYS_09,Americas,South America,Brazil,0,0,44,0,0,1937,60905,2650
24MYS_10,Americas,South America,Brazil,0,40,0,28672,0,0,35800,1024
24MYS_11,Americas,South America,Brazil,4,3352,876,0,0,3268,55656,2380
24MYS_12,Americas,South America,Brazil,8,0,11,314,0,15562,47495,2146
24MYS_13,Americas,South America,Brazil,152,161,277,0,0,596,53307,11043
24MYS_14,Americas,South America,Brazil,152,3055,19,0,0,515,55833,5962
24MYS_15,Americas,South America,Brazil,3,0,0,0,0,10,56362,9161
24MYS_16,Americas,South America,Brazil,0,0,47,0,0,595,64843,51
24MYS_17,Americas,South America,Brazil,0,0,28,20,0,7629,54069,3790
24MYS_18,Americas,South America,Brazil,16,0,36,0,0,4,54504,10976
24MYS_19,Americas,South America,Brazil,7,1062,5697,0,0,13984,20109,24677
24MYS_20,Americas,South America,Brazil,0,0,0,0,0,21665,41511,2360
24MYS_21,Americas,South America,Brazil,0,0,0,0,0,2227,54692,8617
24MYS_22,Americas,South America,Brazil,0,0,0,0,0,6192,39238,20106
24MYS_23,Americas,South America,Brazil,18,36,9743,265,0,6886,12215,36373
24MYS_24,Americas,South America,Brazil,0,0,4,0,0,40173,11632,13727
24MYS_25,Americas,South America,Brazil,0,192,686,0,0,34775,1995,27888
24MYS_26,Americas,South America,Brazil,0,0,260,64,0,30982,36,34194
24MYS_27,Americas,South America,Brazil,26,0,144,0,0,1668,620,63078
24MYS_28,Americas,South America,Brazil,245,0,579,33,0,13093,241,51345
24MYS_29,Americas,South America,Brazil,0,0,100,0,0,1132,0,64304
24MYT_00,Americas,South America,Brazil,24,26082,0,0,0,6178,31,33221
24MYT_01,Americas,South America,Brazil,336,98,43488,0,0,3282,465,17867
24MYT_02,Americas,South America,Brazil,584,721,1133,206,0,5809,3649,53434
24MYT_03,Americas,South America,Brazil,0,0,0,0,0,54965,9,10562
24MYT_04,Americas,South America,Brazil,100,0,815,0,0,230,36103,28288
24MYT_05,Americas,South America,Brazil,5,0,549,63,0,4725,598,59596
24MYT_06,Americas,South America,Brazil,0,715,335,0,0,8152,9,56325
24MYT_07,Americas,South America,Brazil,0,67,1637,1094,0,9871,29230,23637
24MYT_08,Americas,South America,Brazil,89,806,7978,209,0,3670,4107,48677
24MYT_09,Americas,South America,Brazil,20,102,557,0,0,20534,1654,42669
24MYT_10,Americas,South America,Brazil,0,0,0,0,0,44523,0,21013
24MYT_11,Americas,South America,Brazil,30,0,456,0,0,15132,676,49242
24MYT_12,Americas,South America,Brazil,2,0,0,0,0,5719,3269,56546
24MYT_13,Americas,South America,Brazil,3,483,0,0,0,2189,14369,48492
24MYT_14,Americas,South America,Brazil,0,0,175,0,0,1462,16896,47003
24MYT_15,Americas,South America,Brazil,2,0,236,0,0,961,12927,51410
24MYT_16,Americas,South America,Brazil,0,0,284,0,0,741,17726,46785
24MYT_17,Americas,South America,Brazil,0,0,0,0,0,1024,18165,46347
24MYT_18,Americas,South America,Brazil,18,512,281,0,0,1863,27223,35639
24MYT_19,Americas,South America,Brazil,5,0,1024,0,0,2542,56031,5934
24MYT_20,Americas,South America,Brazil,0,66,1102,0,0,423,51935,12010
24MYT_21,Americas,South America,Brazil,0,408,446,0,0,0,16441,48241
24MYT_22,Americas,South America,Brazil,18,860,392,0,0,1131,39588,23547
24MYT_23,Americas,South America,Brazil,1,55,562,0,0,87,29208,35623
24MYT_24,Americas,South America,Brazil,0,19,205,0,0,995,15554,48763
24MYT_25,Americas,South America,Brazil,9,79,2,121,0,4851,3389,57085
24MYT_26,Americas,South America,Brazil,8,0,122,0,0,32052,1758,31596
24MYT_27,Americas,South America,Brazil,185,224,1050,0,0,1316,820,61941
24MYT_28,Americas,South America,Brazil,0,0,107,0,0,285,134,65010
24MYT_29,Americas,South America,Brazil,0,94,1432,0,0,3820,4700,55490
