identifier,test,No Data,Water,Artificial Bareground,Natural Bareground,Permanent Snow/Ice,Woody Vegetation,Cultivated Vegetation,(Semi) Natural Vegetation
38TLL_16,False,6,0,3854,0,0,263,42639,18774
46TDT_09,True,22,0,0,49836,3,0,0,15675
36SXH_23,False,0,0,1696,16205,0,1904,39427,6304
39UUS_02,False,5,0,0,0,0,0,0,65531
45UXV_25,False,0,0,5,0,0,40588,0,24943
57VVE_02,False,2,0,0,0,0,14564,0,50970
54MYA_26,False,0,2316,0,0,305,61078,0,1837
42UVA_04,False,93,0,0,0,0,56313,19,9111
41TMN_24,True,7,0,0,50593,6,0,0,14930
47QKC_13,False,0,0,796,0,0,113,64544,83
48SVA_07,False,0,46,152,0,0,47118,16229,1991
48MTE_25,False,0,0,1414,0,0,8156,55530,436
44QMG_07,False,0,135,917,0,0,16459,42849,5176
51QUG_06,True,0,16,164,0,543,61498,272,3043
46REU_23,False,0,0,0,656,56119,93,0,8668
50TNT_24,False,0,0,252,0,0,0,0,65284
38TLL_29,False,0,43,1691,0,6,918,58956,3922
50MLC_07,False,0,180,237,0,0,41941,22688,490
39UUS_05,False,0,0,2,0,0,0,65534,0
45UXV_22,False,0,21,1541,0,0,39694,0,24280
36SXH_24,False,0,0,5091,4467,11,95,54645,1227
38TLL_11,False,0,0,155,0,61,3964,118,61238
50MRV_13,False,0,34,3427,0,301,2751,35641,23382
42SXG_26,False,0,0,0,41201,14116,0,0,10219
47UMA_01,True,13,3,57004,0,192,33,5986,2305
43TFL_13,False,0,0,0,65536,0,0,0,0
47RLN_08,False,0,0,0,55572,2048,1646,0,6270
44RKV_14,True,0,4,57,0,0,26320,12663,26492
53TLM_00,True,0,50892,0,0,0,0,12421,2223
46REU_24,False,0,0,0,0,24431,7,0,41098
50TNT_23,False,0,0,0,0,0,61949,0,3587
50MLC_00,False,462,19614,3522,0,0,14821,221,26896
51QUG_01,True,1,11,60888,0,0,0,4557,79
50MRA_08,False,0,0,654,0,0,12251,50253,2378
48MTE_22,False,199,14,0,0,0,65302,12,9
44QMG_00,False,0,25520,81,0,0,27258,5724,6953
48SVA_00,False,0,26264,1675,0,0,22025,4448,11124
42UVA_03,True,0,33560,10,0,8769,595,467,22135
41TMN_23,False,2,0,0,54686,0,0,0,10848
47QKC_14,True,0,0,442,0,0,15818,9198,40078
54MYA_21,False,0,905,0,0,329,23419,0,40883
42SXG_19,True,36,0,0,60005,0,0,4568,927
57VVE_05,True,4,0,0,0,0,291,0,65241
50TLP_13,True,91,0,13681,29924,4,1778,1912,18146
45TWG_01,True,0,0,17516,0,0,0,48019,1
53UNS_10,True,129,0,79,0,339,44835,580,19574
48QTK_03,False,0,0,0,0,0,65510,14,12
44TLN_06,False,0,0,0,0,0,0,0,65536
46UGV_16,False,1,0,0,1024,0,19212,0,45299
45TYH_05,False,0,0,2536,0,0,66,62677,257
47TQM_15,False,0,0,9413,56123,0,0,0,0
50UMF_08,False,0,0,133,0,0,58377,0,7026
45RWM_07,False,7,0,2107,40567,0,1508,1502,19845
57UWA_12,True,459,0,0,0,4487,57955,717,1918
51PWM_12,False,0,362,494,0,0,18402,43141,3137
47ULB_11,False,0,0,0,0,0,49817,234,15485
46UGV_29,False,3,0,0,0,0,0,12,65521
49TFJ_25,False,0,0,268,42855,0,0,0,22413
43QBD_15,True,0,57434,588,0,0,73,0,7441
49QCE_03,False,0,13,1350,0,0,1242,62914,17
46UGV_11,False,0,0,0,0,37,8628,70,56801
45TYH_02,False,0,0,0,65536,0,0,0,0
48QTK_04,False,0,0,124,0,47,1557,63511,297
44TLN_01,True,0,0,11303,32738,0,0,0,21495
53UNS_17,False,0,0,0,0,0,34331,4,31201
41TNE_08,False,0,0,0,65536,0,0,0,0
45TWG_06,False,0,0,0,65536,0,0,0,0
47ULB_29,True,0,0,0,0,0,59230,644,5662
50TLP_14,False,49,0,4765,4444,0,839,48343,7096
49TFJ_22,True,10,0,926,61190,0,0,0,3410
43QBD_12,False,0,298,1283,0,0,57,60979,2919
49QCE_04,False,0,17,134,0,0,22686,3169,39530
53UNS_28,False,0,0,2100,0,370,38683,909,23474
47ULB_16,False,0,0,0,0,0,41319,1852,22365
45RWM_00,False,44,7971,0,57517,4,0,0,0
57UWA_15,True,39,0,0,0,0,48081,0,17416
51PWM_15,False,48,17652,37901,0,1,2548,2800,4586
47TQM_12,False,0,0,76,64220,0,0,0,1240
53UNS_21,False,48,0,320,0,57,29750,13,35348
46UGV_27,False,0,0,0,0,0,23767,0,41769
45RWM_09,False,4,0,0,0,0,6605,0,58927
50TLP_22,True,15,0,2783,601,0,41,9393,52703
50UMF_06,False,0,0,55,0,403,53961,0,11117
44TLN_08,False,18,0,1152,1024,87,15193,871,47191
46UGV_18,False,0,0,0,0,0,13645,98,51793
43QBD_24,False,0,75,4396,0,0,3313,51431,6321
49TFJ_14,False,9,0,0,47287,0,417,0,17823
41TNE_01,True,2,0,3292,3792,0,4,9006,49440
47TQM_24,True,0,0,0,0,0,28894,0,36642
47ULB_20,True,0,0,0,0,0,63394,0,2142
51PWM_23,False,0,8,41,0,47,50988,2150,12302
39TXM_03,True,0,7,0,0,18755,40,0,46734
57UWA_23,False,0,0,0,0,0,60812,0,4724
50UMF_01,True,0,0,0,0,0,0,0,65536
50TLP_25,False,43,0,8120,0,1,9,5383,51980
46UGV_20,True,0,0,245,816,0,0,1265,63210
53UNS_26,False,290,12,295,0,756,18324,0,45859
51PWM_24,False,4,45,194,0,0,27620,33137,4536
39TXM_04,True,2,284,0,0,3802,9,0,61439
57UWA_24,False,10,0,0,0,3,63776,0,1747
47ULB_27,True,0,0,0,0,0,57419,54,8063
45TWG_08,False,1,0,0,64507,0,0,0,1028
41TNE_06,False,5,99,2089,643,221,161,10,62308
47TQM_23,False,3,0,0,2836,0,0,0,62697
53UNS_19,False,0,0,0,0,0,31312,683,33541
43QBD_23,False,16,1157,15998,0,0,17762,21517,9086
49TFJ_13,True,0,289,0,65247,0,0,0,0
50MRV_12,True,0,1,1832,0,15,20512,16981,26195
42SXG_27,False,0,58,0,14435,0,0,0,51043
47RLN_09,True,0,404,37,0,1024,19767,191,44113
53TLM_01,True,238,0,48328,0,0,1550,14756,664
44RKV_15,True,0,0,0,54696,6520,0,0,4320
43TFL_12,False,0,0,0,63488,0,0,0,2048
47UMA_00,False,171,11626,6124,0,2454,33114,570,11477
39UUS_04,False,1,0,49,0,0,43307,6,22173
45UXV_23,False,0,0,123,0,0,37852,1302,26259
38TLL_10,False,0,0,153,0,8,1754,29698,33923
36SXH_25,False,0,1658,2736,779,0,0,3189,57174
41TMN_22,False,0,0,0,65536,0,0,0,0
42UVA_02,True,0,0,0,9216,0,0,0,56320
47QKC_15,False,4,0,443,0,0,61715,1046,2328
48SVA_01,False,32,976,59780,0,0,0,4618,130
42SXG_18,False,0,0,0,64733,0,0,0,803
57VVE_04,True,0,0,0,0,0,11996,49444,4096
54MYA_20,False,0,0,0,0,0,65012,0,524
51QUG_00,True,0,65536,0,0,0,0,0,0
50TNT_22,False,6,0,0,0,0,0,0,65530
46REU_25,True,0,0,0,0,47974,1889,0,15673
50MLC_01,False,2,1886,63358,0,0,3,34,253
48MTE_23,False,161,11,0,0,0,622,64611,131
50MRA_09,True,0,0,1062,0,0,4396,58436,1642
44QMG_01,False,84,446,16307,76,0,3468,29774,15381
36SXH_22,True,0,0,80,40646,1,17,23569,1223
46TDT_08,False,0,0,0,65536,0,0,0,0
38TLL_17,True,0,0,14,0,83,53212,40,12187
39UUS_03,False,0,1278,49959,0,1846,4891,7451,111
45UXV_24,False,0,0,0,0,0,29403,129,36004
47UMA_07,False,0,0,0,0,0,17577,21151,26808
43TFL_15,False,0,0,0,65536,0,0,0,0
53TLM_06,False,0,0,1169,0,0,279,62839,1249
44RKV_12,False,0,0,0,0,0,61948,2842,746
50MRV_15,False,0,0,2375,0,97,15800,31177,16087
42SXG_20,False,0,0,0,46038,0,31,0,19467
54MYA_18,False,0,17,0,0,275,18085,0,47159
48MTE_24,False,20,1,0,0,0,65509,1,5
44QMG_06,False,1,0,18,0,0,46398,656,18463
50TNT_25,False,0,0,0,16,0,0,0,65520
46REU_22,False,0,1024,0,0,10559,6032,5,47916
38TLL_28,False,0,22,898,0,23,7812,36119,20662
50MLC_06,False,0,0,0,0,0,65263,2,271
51QUG_07,False,268,61491,1289,0,162,12,490,1824
54MYA_27,False,0,5,0,0,120,49340,0,16071
57VVE_03,False,0,0,0,0,0,65438,64,34
48SVA_06,False,0,2,344,0,0,47120,1175,16895
41TMN_25,True,0,0,1,65082,0,0,0,453
42UVA_05,True,0,0,0,0,0,0,65336,200
47QKC_12,True,0,13799,192,0,0,50166,694,685
50MRA_07,False,2,2754,703,0,0,12947,47971,1159
45UXV_12,True,0,248,1,0,0,45003,0,20284
36SXH_14,False,0,0,2686,50303,19,125,7951,4452
50SPF_02,True,0,122,4613,8093,0,1932,20099,30677
38TLL_21,False,6,22,2885,0,0,3208,43796,15619
42SXG_16,False,0,0,0,1,0,167,0,65368
50MRV_23,False,0,11,65,0,135,46038,4068,15219
43TFL_23,False,0,0,8,65528,0,0,0,0
44RKV_24,False,0,0,0,0,0,537,0,64999
46RFV_04,False,0,2199,1273,0,7,206,54029,7822
50TNT_13,False,3,0,4,429,0,16745,577,47778
46REU_14,False,0,241,0,0,64945,0,0,350
46TDT_01,True,0,0,0,53800,0,0,8078,3658
48MTE_12,False,3,0,1812,0,0,19026,17903,26792
47RLN_07,True,0,0,0,42384,2048,0,0,21104
47QKC_24,False,0,0,0,0,0,27707,24306,13523
41TMN_13,False,2,0,0,12035,0,0,0,53499
54MYA_11,True,0,10122,0,0,234,26765,0,28415
42SXG_29,False,0,0,0,3072,0,864,0,61600
48SVA_08,False,4,767,723,0,0,900,44178,18964
44RKV_23,False,0,0,0,100,36208,0,0,29228
43TFL_24,False,1,0,0,65535,0,0,0,0
54MYA_29,False,0,10686,0,0,624,35502,0,18724
42SXG_11,False,0,0,0,1024,0,0,0,64512
50MRV_24,True,0,19,8457,0,74,7150,30032,19804
50SPF_05,False,0,55,158,0,16,4,65276,27
50MLC_08,False,0,0,169,0,0,3309,3965,58093
38TLL_26,True,0,0,3,0,0,9311,8581,47641
36SXH_13,False,2,0,21797,33038,0,0,10060,639
51QUG_09,False,0,190,177,0,528,59221,648,4772
50MRA_00,False,0,65536,0,0,0,0,0,0
45UXV_15,False,0,0,0,0,0,31897,1384,32255
44QMG_08,False,0,0,21,0,0,61613,113,3789
54MYA_16,False,0,0,0,0,33,64362,0,1141
47QKC_23,False,96,21,29124,0,0,14291,17867,4137
47UMA_09,False,4,0,0,0,0,22238,70,43224
41TMN_14,False,0,0,0,558,0,0,0,64978
47RLN_00,False,21,0,0,53245,12270,0,0,0
53TLM_08,True,0,0,156,0,0,399,61640,3341
48MTE_15,False,19,0,0,0,0,65496,21,0
46TDT_06,False,16,18,0,27019,0,0,0,38483
46RFV_03,False,0,474,65,0,6,62258,867,1866
38TLL_19,True,0,0,15,0,9,4843,452,60217
50TNT_14,False,5,0,0,1034,0,8,0,64489
46REU_13,False,4,303,0,12203,26066,830,0,26130
